1.000000; 1.000000
2.000000; 0.750000
3.000000; 0.777778
4.000000; 0.687500
5.000000; 0.760000
6.000000; 0.638889
7.000000; 0.714286
8.000000; 0.671875
9.000000; 0.679012
10.000000; 0.630000
11.000000; 0.685950
12.000000; 0.631944
13.000000; 0.680473
14.000000; 0.647959
15.000000; 0.635556
16.000000; 0.621094
17.000000; 0.660900
18.000000; 0.626543
19.000000; 0.662050
20.000000; 0.637500
21.000000; 0.632653
22.000000; 0.617769
23.000000; 0.648393
24.000000; 0.623264
25.000000; 0.638400
26.000000; 0.625740
27.000000; 0.629630
28.000000; 0.616071
29.000000; 0.640904
30.000000; 0.616667
31.000000; 0.639958
32.000000; 0.631836
33.000000; 0.630854
34.000000; 0.621972
35.000000; 0.626122
36.000000; 0.610340
37.000000; 0.630387
38.000000; 0.622576
39.000000; 0.622617
40.000000; 0.611875
41.000000; 0.629982
42.000000; 0.613946
43.000000; 0.631152
44.000000; 0.623450
45.000000; 0.619753
46.000000; 0.613894
47.000000; 0.629697
48.000000; 0.617622
49.000000; 0.627655
50.000000; 0.618800
51.000000; 0.619377
52.000000; 0.613536
53.000000; 0.627625
54.000000; 0.616941
55.000000; 0.621157
56.000000; 0.614477
57.000000; 0.615266
58.000000; 0.610880
59.000000; 0.623671
60.000000; 0.611944
61.000000; 0.624295
62.000000; 0.619927
63.000000; 0.618544
64.000000; 0.614990
65.000000; 0.618935
66.000000; 0.609504
67.000000; 0.620851
68.000000; 0.616566
69.000000; 0.617307
70.000000; 0.609592
71.000000; 0.620313
72.000000; 0.612461
73.000000; 0.622819
74.000000; 0.619248
75.000000; 0.617067
76.000000; 0.613400
77.000000; 0.617811
78.000000; 0.609961
79.000000; 0.619612
80.000000; 0.614219
81.000000; 0.615607
82.000000; 0.612582
83.000000; 0.621716
84.000000; 0.613804
85.000000; 0.617163
86.000000; 0.614251
87.000000; 0.615009
88.000000; 0.611441
89.000000; 0.619998
90.000000; 0.612222
91.000000; 0.616230
92.000000; 0.613303
93.000000; 0.614059
94.000000; 0.611476
95.000000; 0.614626
96.000000; 0.608832
97.000000; 0.616750
98.000000; 0.612974
99.000000; 0.612897
100.000000; 0.608700
101.000000; 0.616312
102.000000; 0.610438
103.000000; 0.617872
104.000000; 0.614922
105.000000; 0.611973
106.000000; 0.609737
107.000000; 0.616910
108.000000; 0.611711
109.000000; 0.618719
110.000000; 0.614132
111.000000; 0.614804
112.000000; 0.611527
113.000000; 0.618294
114.000000; 0.613035
115.000000; 0.615728
116.000000; 0.613481
117.000000; 0.613558
118.000000; 0.611534
119.000000; 0.614858
120.000000; 0.609097
121.000000; 0.614097
122.000000; 0.612134
123.000000; 0.612797
124.000000; 0.610757
125.000000; 0.613824
126.000000; 0.608655
127.000000; 0.614731
128.000000; 0.612976
129.000000; 0.613605
130.000000; 0.609882
131.000000; 0.615757
132.000000; 0.611054
133.000000; 0.614110
134.000000; 0.612330
135.000000; 0.611193
136.000000; 0.609159
137.000000; 0.614790
138.000000; 0.610533
139.000000; 0.616065
140.000000; 0.612194
141.000000; 0.612796
142.000000; 0.611139
143.000000; 0.614358
144.000000; 0.610484
145.000000; 0.612747
146.000000; 0.611137
147.000000; 0.610625
148.000000; 0.608976
149.000000; 0.614162
150.000000; 0.609556
151.000000; 0.614666
152.000000; 0.612838
153.000000; 0.613055
154.000000; 0.610179
155.000000; 0.612320
156.000000; 0.608440
157.000000; 0.613372
158.000000; 0.611881
